@RELATION 'derisi0.names'

@ATTRIBUTE g1                                      numeric
@ATTRIBUTE g1_bkg                                  numeric
@ATTRIBUTE r1                                      numeric
@ATTRIBUTE r1_bkg                                  numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE g2                                      numeric
@ATTRIBUTE g2_bkg                                  numeric
@ATTRIBUTE r2                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE f2                                      numeric
@ATTRIBUTE g3                                      numeric
@ATTRIBUTE g3_bkg                                  numeric
@ATTRIBUTE r3                                      numeric
@ATTRIBUTE r3_bkg                                  numeric
@ATTRIBUTE f3                                      numeric
@ATTRIBUTE g4                                      numeric
@ATTRIBUTE g4_bkg                                  numeric
@ATTRIBUTE r4                                      numeric
@ATTRIBUTE r4_bkg                                  numeric
@ATTRIBUTE f4                                      numeric
@ATTRIBUTE g5                                      numeric
@ATTRIBUTE g5_bkg                                  numeric
@ATTRIBUTE r5                                      numeric
@ATTRIBUTE r5_bkg                                  numeric
@ATTRIBUTE f5                                      numeric
@ATTRIBUTE g6                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE r6                                      numeric
@ATTRIBUTE r6_bkg                                  numeric
@ATTRIBUTE f6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE r7                                      numeric
@ATTRIBUTE r7_bkg                                  numeric
@ATTRIBUTE f7                                      numeric
@ATTRIBUTE g1_ratio                                numeric
@ATTRIBUTE g2_ratio                                numeric
@ATTRIBUTE g3_ratio                                numeric
@ATTRIBUTE g4_ratio                                numeric
@ATTRIBUTE g5_ratio                                numeric
@ATTRIBUTE g6_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r1_ratio                                numeric
@ATTRIBUTE r2_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE r4_ratio                                numeric
@ATTRIBUTE r5_ratio                                numeric
@ATTRIBUTE r6_ratio                                numeric
@ATTRIBUTE r7_ratio                                numeric
@ATTRIBUTE g1dashbkg                               numeric
@ATTRIBUTE g2dashbkg                               numeric
@ATTRIBUTE g3dashbkg                               numeric
@ATTRIBUTE g4dashbkg                               numeric
@ATTRIBUTE g5dashbkg                               numeric
@ATTRIBUTE g6dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r1dashbkg                               numeric
@ATTRIBUTE r2dashbkg                               numeric
@ATTRIBUTE r3dashbkg                               numeric
@ATTRIBUTE r4dashbkg                               numeric
@ATTRIBUTE r5dashbkg                               numeric
@ATTRIBUTE r6dashbkg                               numeric
@ATTRIBUTE r7dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/13,01/02,01/02/02,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/02,01/05/03/02/04,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/05,01/20/27,01/20/31,01/20/33,01/20/37,01/20/37/01,01/25,01/25/01,02,02/01,02/01/01,02/01/03,02/04,02/07,02/07/01,02/08,02/10,02/11,02/11/05,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/02,16,16/01,16/02,16/03,16/03/01,16/03/03,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/17,16/17/01,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/09,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/02,20/09/16,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/09,20/09/18/09/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/03,30/01/05/05,30/01/05/05/01,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/10,30/05/02,30/05/02/24,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/10,32/10/03,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/07,34/07/01,34/07/02,34/11,34/11/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,38,38/07,40,40/01,40/01/03,40/01/03/01,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/03,40/10/02/03/02,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/09,99

@DATA
13329,2320,14326,1172,0,15743,2656,16931,1665,0,13589,1487,11490,1034,0,13090,1407,12561,954,0,13382,2102,13162,1574,0,9684,2444,13234,1627,0,10111,1682,13220,2028,0,0.84,0.86,1.16,1.01,0.97,0.62,0.75,1.19,1.16,0.86,0.99,1.03,1.61,1.33,11009,13087,12102,11683,11280,7240,8429,13154,15266,10456,11607,11588,11607,11192,01/04@14/01@14/04@16/19/03@18/02/01@20/01/10@20/09/04@32/01
4069,1683,3535,892,0,3950,1955,3274,1043,0,2411,1062,1852,704,0,2413,943,1633,657,0,5707,1480,4397,1306,0,5933,2042,4653,1465,0,1985,732,2434,588,0,0.9,0.89,1.18,1.51,1.37,1.22,0.68,1.11,1.12,0.85,0.66,0.73,0.82,1.47,2386,1995,1349,1470,4227,3891,1253,2643,2231,1148,976,3091,3188,1846,10/01/03
4322,1747,3280,927,0,4207,1852,3048,1012,0,2399,1059,2096,767,0,2449,970,2057,669,0,5492,1487,6329,1350,0,5488,1994,9340,1451,0,1899,744,4534,641,0,1.09,1.16,1.01,1.07,0.8,0.44,0.3,0.92,0.86,0.99,0.93,1.25,2.27,3.33,2575,2355,1340,1479,4005,3494,1155,2353,2036,1329,1388,4979,7889,3893,02/11@02/13@20/01/15
3353,2201,2173,1128,0,3716,2087,2875,1389,0,2782,1441,2932,979,0,2402,1240,2221,817,0,2994,1672,2972,1118,0,3261,2221,3891,1492,0,2086,1032,2473,793,0,1.1,1.1,0.69,0.83,0.71,0.43,0.63,0.91,0.91,1.45,1.2,1.41,2.33,1.59,1152,1629,1341,1162,1322,1040,1054,1045,1486,1953,1404,1854,2399,1680,01/05@02/10@02/13@20/01/15@32/01
3451,1603,2230,813,0,3332,1764,2246,930,0,1949,1043,1521,712,0,1994,897,1448,634,0,4563,1489,4371,1435,0,5878,1966,6574,1402,0,1646,722,1601,569,0,1.3,1.19,1.12,1.35,1.05,0.76,0.9,0.77,0.84,0.89,0.74,0.95,1.32,1.11,1848,1568,906,1097,3074,3912,924,1417,1316,809,814,2936,5172,1032,10/01/05/01@16/03/01@32/01/09
5748,2656,3713,1249,0,3451,2227,2062,1212,0,3482,1580,2873,1210,0,5194,1466,5147,1170,0,6337,1843,5221,1145,0,4757,2259,3702,1630,0,2330,1127,1409,756,0,1.25,1.44,1.14,0.94,1.1,1.21,1.84,0.8,0.69,0.88,1.06,0.91,0.83,0.54,3092,1224,1902,3728,4494,2498,1203,2464,850,1663,3977,4076,2072,653,01/03/04/03@01/03/07@01/04@10/01/03@10/01/05/01@16/19/03
5540,2651,3713,1206,0,3660,2262,2313,1285,0,3387,1756,2739,1372,0,4371,1546,4424,1092,0,5184,1869,4543,1054,0,4321,2340,5663,1620,0,2537,1204,2163,864,0,1.15,1.36,1.19,0.85,0.95,0.49,1.03,0.87,0.74,0.84,1.18,1.05,2.04,0.97,2889,1398,1631,2825,3315,1981,1333,2507,1028,1367,3332,3489,4043,1299,01/04@10/03/01/01/03@14/07/03@20/01/11@20/09@34/01@34/11/12
4292,2267,3446,1241,0,4344,2458,3274,1482,0,4302,1768,3836,1382,0,2905,1273,2232,877,0,2689,1497,1978,1046,0,3421,2284,2497,1720,0,2319,893,1675,668,0,0.92,1.05,1.03,1.2,1.28,1.46,1.42,1.09,0.95,0.97,0.83,0.78,0.68,0.7,2025,1886,2534,1632,1192,1137,1426,2205,1792,2454,1355,932,777,1007,01/01/06/05/01@01/01/13@01/02/07@10/01/03@10/03/04/05@11/02/03/04@16/03/01@42/10
4244,2164,3115,1183,0,4482,2488,3560,1572,0,4157,1720,3910,1305,0,2939,1249,2734,876,0,2599,1468,2172,1091,0,3493,2366,3335,1718,0,2241,917,2425,672,0,1.08,1,0.94,0.91,1.05,0.7,0.76,0.93,1,1.06,1.1,0.95,1.43,1.32,2080,1994,2437,1690,1131,1127,1324,1932,1988,2605,1858,1081,1617,1753,14/07@14/13/01
6810,2606,5478,1201,0,3806,2248,2482,1264,0,4485,1755,3809,1286,0,6280,1518,4371,1094,0,6787,1859,3948,1191,0,5536,2151,3096,1486,0,3095,1314,1292,863,0,0.98,1.28,1.08,1.45,1.79,2.1,4.15,1.02,0.78,0.93,0.69,0.56,0.48,0.24,4204,1558,2730,4762,4928,3385,1781,4277,1218,2523,3277,2757,1610,429,11/02/01@16/03/01
11056,2395,9926,1172,0,7101,2027,5436,1106,0,8462,1223,7018,882,0,8773,1176,6078,762,0,12152,1850,9499,1019,0,15806,2120,15843,1252,0,5874,938,3684,661,0,0.99,1.17,1.18,1.43,1.21,0.94,1.63,1.01,0.85,0.85,0.7,0.83,1.06,0.61,8661,5074,7239,7597,10302,13686,4936,8754,4330,6136,5316,8480,14591,3023,16/01@20/09/14@42/04/03
5609,2013,4273,1022,0,7737,2564,5814,1446,0,4767,1433,3911,954,0,4463,1218,3347,818,0,4706,1716,3919,1301,0,4778,2285,3376,1526,0,3916,936,2262,680,0,1.11,1.18,1.13,1.28,1.14,1.35,1.88,0.9,0.85,0.88,0.78,0.88,0.74,0.53,3596,5173,3334,3245,2990,2493,2980,3251,4368,2957,2529,2618,1850,1582,01/05/25@10/03/01@10/03/03@16/09@34/11/03/07@40/01@41/01/01@42/01@42/04@43/01/03/05
12610,2608,13865,1191,0,6103,2401,4740,1383,0,17138,1929,16927,1492,0,18635,2514,17944,2485,0,10093,1937,8277,1179,0,10522,2392,9718,1848,0,7579,1219,4887,899,0,0.79,1.1,0.99,1.04,1.15,1.03,1.59,1.27,0.91,1.01,0.96,0.87,0.97,0.63,10002,3702,15209,16121,8156,8130,6360,12674,3357,15435,15459,7098,7870,3988,30/01/05/05@30/05@34/11/03/07
4158,2015,3408,1056,0,5211,2175,4929,1283,0,3522,1320,2827,940,0,3241,1154,2358,814,0,4111,1768,3010,1362,0,3591,2203,3191,1450,0,2825,951,2973,715,0,0.91,0.83,1.17,1.35,1.42,0.8,0.83,1.1,1.2,0.85,0.74,0.7,1.25,1.2,2143,3036,2202,2087,2343,1388,1874,2352,3646,1887,1544,1648,1741,2258,01/03/16/01@10/03/01@11/04@16/03/03
3629,2512,1971,1131,0,3254,2186,1958,1236,0,2341,1439,1805,980,0,2272,1185,1434,737,0,2693,1737,1502,907,0,3620,2112,3235,1308,0,2056,1142,1585,884,0,1.33,1.48,1.09,1.56,1.61,0.78,1.3,0.75,0.68,0.92,0.64,0.62,1.28,0.77,1117,1068,902,1087,956,1508,914,840,722,825,697,595,1927,701,10/03/02@11/02/03/04@43/01/03/09
2664,1985,1443,998,0,3325,2438,2041,1400,0,1928,1350,2141,916,0,1621,1142,1233,795,0,2355,1668,1896,1286,0,2710,2076,3003,1364,0,1710,886,11675,695,0,1.53,1.38,0.47,1.09,1.13,0.39,0.08,0.65,0.72,2.13,0.92,0.88,2.56,12.5,679,887,578,479,687,634,824,445,641,1225,438,610,1639,10980,01/05/25@20/01/03/03@20/03/02/03@20/09/04
4171,2482,2390,1118,0,4530,2269,3876,1246,0,2538,1552,2188,1052,0,2449,1217,2327,769,0,3364,1843,4014,1107,0,3619,2200,11676,1355,0,2183,1190,3699,1030,0,1.33,0.86,0.87,0.79,0.52,0.14,0.37,0.75,1.16,1.15,1.27,1.92,7.14,2.7,1689,2261,986,1232,1521,1419,993,1272,2630,1136,1558,2907,10321,2669,01/05/02/07@01/20
3206,1991,2064,993,0,3970,2351,2861,1396,0,2170,1298,1792,906,0,1960,1138,1359,758,0,2647,1678,1980,1276,0,2923,2045,2444,1348,0,3366,895,3958,677,0,1.13,1.11,0.98,1.37,1.38,0.8,0.75,0.88,0.9,1.02,0.73,0.72,1.25,1.33,1215,1619,872,822,969,878,2471,1071,1465,886,601,704,1096,3281,01/20/31@14/01@14/07/09
3280,1950,2305,976,0,4025,2414,2963,1328,0,2193,1246,2081,861,0,2316,1174,2061,750,0,2987,1737,2788,1275,0,2981,2096,2999,1374,0,1941,912,1919,636,0,1,0.99,0.78,0.87,0.83,0.54,0.8,1,1.01,1.28,1.15,1.2,1.85,1.25,1330,1611,947,1142,1250,885,1029,1329,1635,1220,1311,1513,1625,1283,14/07/05@14/13/01
4026,2459,2581,1166,0,3193,2400,1994,1294,0,3805,1890,3896,1481,0,3752,1562,3648,1200,0,3094,1784,2216,1155,0,4304,2580,4324,1904,0,2415,978,2736,786,0,1.11,1.13,0.79,0.89,1.23,0.71,0.74,0.9,0.88,1.27,1.12,0.81,1.41,1.35,1567,793,1915,2190,1310,1724,1437,1415,700,2415,2448,1061,2420,1950,20/03@42/01
3060,2006,1994,1083,0,3384,2426,2450,1405,0,3030,1565,3602,1233,0,2068,1127,1671,765,0,2060,1379,1556,1091,0,2725,2142,2478,1570,0,1840,887,1950,652,0,1.16,0.92,0.62,1.04,1.46,0.64,0.73,0.86,1.09,1.61,0.96,0.68,1.56,1.37,1054,958,1465,941,681,583,953,911,1045,2369,906,465,908,1298,01/06
2709,1928,1735,1006,0,3594,2392,2524,1334,0,2022,1278,1656,922,0,2289,1102,1923,714,0,2449,1640,1916,1178,0,2723,2065,2417,1423,0,1622,878,1563,620,0,1.07,1.01,1.01,0.98,1.1,0.66,0.79,0.93,0.99,0.99,1.02,0.91,1.52,1.27,781,1202,744,1187,809,658,744,729,1190,734,1209,738,994,943,11/02/03/04
19064,2036,19011,1091,0,25852,2398,25539,1334,0,13460,1309,15545,935,0,15034,1150,18736,785,0,12147,1694,16949,1247,0,11829,2143,25061,1409,0,8364,934,33407,702,0,0.95,0.97,0.83,0.77,0.67,0.41,0.23,1.05,1.03,1.2,1.3,1.49,2.44,4.35,17028,23454,12151,13884,10453,9686,7430,17920,24205,14610,17951,15702,23652,32705,02/11@02/13@02/45/15@20/01/01/01@20/01/15@20/03/22@20/09/04@34/01/01/03@40/20
3486,2385,1774,1130,0,3901,2353,2686,1333,0,2488,1565,2156,1095,0,2420,1314,1761,824,0,2748,1955,1940,1285,0,3479,1802,3382,1262,0,2152,1145,2216,855,0,1.71,1.14,0.87,1.18,1.21,0.79,0.74,0.58,0.88,1.15,0.85,0.83,1.27,1.35,1101,1548,923,1106,793,1677,1007,644,1353,1061,937,655,2120,1361,11/02/03/04
26100,2029,27010,1128,0,30535,2628,31220,1569,0,16877,1364,18468,993,0,23850,1287,18180,882,0,22138,1554,16793,1259,0,23285,2318,7264,1472,0,21915,921,4413,652,0,0.93,0.94,0.89,1.3,1.33,3.62,5.58,1.08,1.06,1.12,0.77,0.75,0.28,0.18,24071,27907,15513,22563,20584,20967,20994,25882,29651,17475,17298,15534,5792,3761,12/01/01
4526,2387,3082,1117,0,4333,1966,3482,1298,0,4207,1566,4597,1164,0,3579,1337,2395,794,0,4336,2087,2635,1255,0,4426,2372,3151,1474,0,3102,1236,1671,783,0,1.09,1.08,0.77,1.4,1.63,1.22,2.1,0.92,0.93,1.3,0.71,0.61,0.82,0.48,2139,2367,2641,2242,2249,2054,1866,1965,2184,3433,1601,1380,1677,888,20/03
4751,2053,3559,1133,0,5629,2402,4286,1350,0,3046,1303,2406,895,0,2941,1145,2777,797,0,3728,1566,3793,1365,0,3646,2135,5113,1425,0,2685,916,2920,634,0,1.11,1.1,1.15,0.91,0.89,0.41,0.77,0.9,0.91,0.87,1.1,1.12,2.44,1.3,2698,3227,1743,1796,2162,1511,1769,2426,2936,1511,1980,2428,3688,2286,14/10@16/01@20/09/07@20/09/18/09/01@42/04/03@43/01/03/05
3320,1993,2531,1041,0,3371,2274,2658,1334,0,2932,1426,3085,1051,0,2134,1123,1813,745,0,2217,1365,1906,1159,0,2644,1999,2424,1396,0,1717,809,1774,607,0,0.89,0.83,0.74,0.95,1.14,0.63,0.78,1.12,1.2,1.35,1.05,0.88,1.59,1.28,1327,1097,1506,1011,852,645,908,1490,1324,2034,1068,747,1028,1167,01/05/03/02/04@14/07/02/02
4362,2425,3207,1153,0,3579,2485,2640,1468,0,9829,3626,13616,4494,0,4628,1700,3680,1234,0,2714,1692,1776,1041,0,4365,2470,3446,1774,0,3094,1138,1810,774,0,0.94,0.93,0.68,1.2,1.39,1.13,1.89,1.06,1.08,1.47,0.83,0.72,0.88,0.53,1937,1094,6203,2928,1022,1895,1956,2054,1172,9122,2446,735,1672,1036,01/03/16@14/04@20/01/10@20/09/01
2769,1983,1625,1029,0,2931,2234,1851,1242,0,2120,1360,1983,1030,0,1634,1126,1228,742,0,2194,1406,1742,1221,0,2583,2136,2243,1562,0,1351,822,1359,595,0,1.32,1.14,0.8,1.05,1.51,0.66,0.69,0.76,0.88,1.25,0.95,0.66,1.52,1.45,786,697,760,508,788,447,529,596,609,953,486,521,681,764,10/03/04/05@16/01
4523,2483,2953,1171,0,4272,2517,2999,1457,0,2737,1615,2177,1194,0,2838,1370,2028,866,0,3651,2072,2598,1245,0,3828,2402,2547,1450,0,2263,1364,1428,910,0,1.14,1.14,1.14,1.26,1.17,1.3,1.74,0.88,0.88,0.88,0.79,0.85,0.77,0.57,2040,1755,1122,1468,1579,1426,899,1782,1542,983,1162,1353,1097,518,10/03/01/01/03@10/03/04/01@11/02/03/01@11/02/03/04@18/02/09
10425,1945,10014,996,0,12255,2310,13882,1296,0,6732,1217,8845,867,0,7789,1098,7870,793,0,8003,1591,9098,1392,0,7360,2086,4731,1346,0,7207,866,3339,618,0,0.94,0.79,0.69,0.95,0.83,1.56,2.33,1.06,1.27,1.45,1.05,1.2,0.64,0.43,8480,9945,5515,6691,6412,5274,6341,9018,12586,7978,7077,7706,3385,2721,01/05@14/07/02/01
4348,1931,3362,1037,0,5032,2140,3929,1140,0,2893,1195,2244,838,0,2562,1025,1402,655,0,3864,1578,2625,1282,0,3652,2180,2280,1440,0,2322,820,1736,639,0,1.04,1.04,1.21,2.06,1.7,1.75,1.37,0.96,0.96,0.83,0.49,0.59,0.57,0.73,2417,2892,1698,1537,2286,1472,1502,2325,2789,1406,747,1343,840,1097,11/02/03/04@32/01@43/01/03/05
3903,2044,2517,1096,0,4568,2190,2881,1213,0,2508,1230,1620,816,0,2523,1013,1516,668,0,3439,1600,2347,1307,0,3756,2160,3042,1454,0,2293,833,2801,625,0,1.31,1.43,1.59,1.78,1.77,1.01,0.67,0.76,0.7,0.63,0.56,0.56,0.99,1.49,1859,2378,1278,1510,1839,1596,1460,1421,1668,804,848,1040,1588,2176,01/02
4703,2375,3629,1203,0,4245,2556,3177,1486,0,7899,3986,10706,4879,1,3817,1683,3350,1270,0,3168,1518,2446,1026,0,4918,2577,3959,1850,0,2880,1140,1914,792,0,0.96,1,0.67,1.03,1.16,1.11,1.55,1.04,1,1.49,0.97,0.86,0.9,0.65,2328,1689,3913,2134,1650,2341,1740,2426,1691,5827,2080,1420,2109,1122,20/01/13
4351,1864,3775,924,0,4658,2275,3709,1357,0,3282,1422,2679,1066,0,2988,1078,2191,713,0,3394,1391,2600,1075,0,4153,2200,7205,1672,0,2419,816,4900,612,0,0.87,1.01,1.15,1.29,1.31,0.35,0.37,1.15,0.99,0.87,0.78,0.76,2.86,2.7,2487,2383,1860,1910,2003,1953,1603,2851,2352,1613,1478,1525,5533,4288,01/01/09/04@01/01/09/05@01/05@02/16
24800,2016,23589,1119,0,29804,2320,29753,1318,0,14614,1253,13363,855,0,23949,1211,19911,782,0,16825,1690,15264,1318,0,28052,2132,23889,1428,0,19448,920,16425,651,0,1.01,0.97,1.07,1.19,1.09,1.15,1.17,0.99,1.03,0.93,0.84,0.92,0.87,0.85,22784,27484,13361,22738,15135,25920,18528,22470,28435,12508,19129,13946,22461,15774,01/01/06/05/01@01/02/03/01@01/04
4799,2525,3138,1239,0,5136,2628,3734,1626,0,3376,1714,2890,1306,0,3482,1401,2750,902,0,10604,5678,13451,7103,1,4113,2546,5445,1735,0,2785,1278,2620,1010,0,1.2,1.19,1.05,1.13,0.78,0.42,0.94,0.83,0.84,0.95,0.88,1.28,2.38,1.06,2274,2508,1662,2081,4926,1567,1507,1899,2108,1584,1848,6348,3710,1610,14/04@16/01@20/09/07/05@20/09/13
3996,1955,2949,971,0,4979,2228,3461,1182,0,2692,1199,2318,826,0,2594,999,2370,685,0,3371,1421,3508,1316,0,3805,2059,5154,1424,0,2333,832,2335,608,0,1.03,1.21,1,0.95,0.89,0.47,0.87,0.97,0.83,1,1.05,1.12,2.13,1.15,2041,2751,1493,1595,1950,1746,1501,1978,2279,1492,1685,2192,3730,1727,12/01/01@42/16
7884,2549,6531,1233,0,8270,2767,6956,1629,0,7012,1649,7154,1176,0,6586,1419,4944,930,0,10386,4517,9101,5038,0,6077,2428,3713,1627,0,5647,1985,3179,1132,0,1.01,1.03,0.9,1.29,1.44,1.75,1.79,0.99,0.97,1.11,0.78,0.69,0.57,0.56,5335,5503,5363,5167,5869,3649,3662,5298,5327,5978,4014,4063,2086,2047,01/06@42/04
3213,1884,2271,947,0,3941,2248,3287,1276,0,2146,1203,2012,821,0,1995,994,1673,649,0,2974,1361,2635,1108,0,3278,2057,3140,1381,0,1875,827,2142,575,0,1,0.84,0.79,0.98,1.06,0.69,0.67,1,1.19,1.27,1.02,0.94,1.45,1.49,1329,1693,943,1001,1613,1221,1048,1324,2011,1191,1024,1527,1759,1567,11/02/03/01/04@11/02/03/04
23007,1877,24654,1026,0,28379,2259,28576,1258,0,15312,1136,16481,804,0,20939,1010,19808,703,0,18221,1430,15163,1286,0,25552,2120,12630,1396,0,23517,853,5804,613,0,0.89,0.96,0.9,1.04,1.21,2.09,4.37,1.12,1.04,1.11,0.96,0.83,0.48,0.23,21130,26120,14176,19929,16791,23432,22664,23628,27318,15677,19105,13877,11234,5191,12/01/01@16/03/03
5533,2456,4311,1236,0,5669,2602,4554,1514,0,5743,1702,5239,1186,0,4272,1461,4299,1002,0,14003,2717,19730,2635,1,4778,2581,5194,1721,0,3619,1537,2958,1124,0,1,1.01,1,0.85,0.66,0.63,1.14,1,0.99,1,1.18,1.52,1.59,0.88,3077,3067,4041,2811,11286,2197,2082,3075,3040,4053,3297,17095,3473,1834,16/01@20/09/18/09/01@32/01/03@34/11/03/07@40/01@42/01@42/04/03@43/01/03/05
